,Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Recovered,geometry
5928,,Romania,45.9432,24.9668,2/13/20,0,0,0,POINT (24.9668 45.9432)
5929,,Russia,60.0,90.0,2/13/20,2,0,2,POINT (90 60)
5930,,Rwanda,-1.9403,29.8739,2/13/20,0,0,0,POINT (29.8739 -1.9403)
5931,,Saint Lucia,13.9094,-60.9789,2/13/20,0,0,0,POINT (-60.9789 13.9094)
5932,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/13/20,0,0,0,POINT (-61.2872 12.9843)
5933,,San Marino,43.9424,12.4578,2/13/20,0,0,0,POINT (12.4578 43.9424)
5934,,Saudi Arabia,24.0,45.0,2/13/20,0,0,0,POINT (45 24)
5935,,Senegal,14.4974,-14.4524,2/13/20,0,0,0,POINT (-14.4524 14.4974)
5936,,Serbia,44.0165,21.0059,2/13/20,0,0,0,POINT (21.0059 44.0165)
5937,,Seychelles,-4.6796,55.492,2/13/20,0,0,0,POINT (55.492 -4.6796)
5938,,Singapore,1.2833,103.8333,2/13/20,58,0,15,POINT (103.8333 1.2833)
5939,,Slovakia,48.669,19.699,2/13/20,0,0,0,POINT (19.699 48.669)
5940,,Slovenia,46.1512,14.9955,2/13/20,0,0,0,POINT (14.9955 46.1512)
5941,,Somalia,5.1521,46.1996,2/13/20,0,0,0,POINT (46.1996 5.1521)
5942,,South Africa,-30.5595,22.9375,2/13/20,0,0,0,POINT (22.9375 -30.5595)
5943,,Spain,40.0,-4.0,2/13/20,2,0,0,POINT (-4 40)
5944,,Sri Lanka,7.0,81.0,2/13/20,1,0,1,POINT (81 7)
5945,,Sudan,12.8628,30.2176,2/13/20,0,0,0,POINT (30.2176 12.8628)
5946,,Suriname,3.9193,-56.0278,2/13/20,0,0,0,POINT (-56.0278 3.9193)
5947,,Sweden,63.0,16.0,2/13/20,1,0,0,POINT (16 63)
5948,,Switzerland,46.8182,8.2275,2/13/20,0,0,0,POINT (8.227499999999999 46.8182)
5949,,Taiwan*,23.7,121.0,2/13/20,18,0,1,POINT (121 23.7)
5950,,Tanzania,-6.369,34.8888,2/13/20,0,0,0,POINT (34.8888 -6.369)
5951,,Thailand,15.0,101.0,2/13/20,33,0,12,POINT (101 15)
5952,,Togo,8.6195,0.8248,2/13/20,0,0,0,POINT (0.8248 8.6195)
5953,,Trinidad and Tobago,10.6918,-61.2225,2/13/20,0,0,0,POINT (-61.2225 10.6918)
5954,,Tunisia,34.0,9.0,2/13/20,0,0,0,POINT (9 34)
5955,,Turkey,38.9637,35.2433,2/13/20,0,0,0,POINT (35.2433 38.9637)
5956,,Uganda,1.0,32.0,2/13/20,0,0,0,POINT (32 1)
5957,,Ukraine,48.3794,31.1656,2/13/20,0,0,0,POINT (31.1656 48.3794)
5958,,United Arab Emirates,24.0,54.0,2/13/20,8,0,1,POINT (54 24)
5959,Bermuda,United Kingdom,32.3078,-64.7505,2/13/20,0,0,0,POINT (-64.7505 32.3078)
5960,Cayman Islands,United Kingdom,19.3133,-81.2546,2/13/20,0,0,0,POINT (-81.2546 19.3133)
5961,Channel Islands,United Kingdom,49.3723,-2.3644,2/13/20,0,0,0,POINT (-2.3644 49.3723)
5962,Gibraltar,United Kingdom,36.1408,-5.3536,2/13/20,0,0,0,POINT (-5.3536 36.1408)
5963,Isle of Man,United Kingdom,54.2361,-4.5481,2/13/20,0,0,0,POINT (-4.5481 54.2361)
5964,Montserrat,United Kingdom,16.7425,-62.1874,2/13/20,0,0,0,POINT (-62.1874 16.7425)
5965,,United Kingdom,55.3781,-3.4360000000000004,2/13/20,9,0,1,POINT (-3.436 55.3781)
5966,,Uruguay,-32.5228,-55.7658,2/13/20,0,0,0,POINT (-55.7658 -32.5228)
5967,,US,37.0902,-95.7129,2/13/20,13,0,3,POINT (-95.7129 37.0902)
5968,,Uzbekistan,41.3775,64.5853,2/13/20,0,0,0,POINT (64.5853 41.3775)
5969,,Venezuela,6.4238,-66.5897,2/13/20,0,0,0,POINT (-66.58969999999999 6.4238)
5970,,Vietnam,16.0,108.0,2/13/20,16,0,7,POINT (108 16)
5971,,Zambia,-15.4167,28.2833,2/13/20,0,0,0,POINT (28.2833 -15.4167)
5972,,Zimbabwe,-20.0,30.0,2/13/20,0,0,0,POINT (30 -20)
5973,Diamond Princess,Canada,0.0,0.0,2/13/20,0,0,0,POINT (0 0)
5974,,Dominica,15.415,-61.371,2/13/20,0,0,0,POINT (-61.371 15.415)
5975,,Grenada,12.1165,-61.679,2/13/20,0,0,0,POINT (-61.679 12.1165)
5976,,Mozambique,-18.665695,35.529562,2/13/20,0,0,0,POINT (35.529562 -18.665695)
5977,,Syria,34.802075,38.99681500000001,2/13/20,0,0,0,POINT (38.99681500000001 34.802075)
5978,,Timor-Leste,-8.874217,125.727539,2/13/20,0,0,0,POINT (125.727539 -8.874217)
5979,,Belize,13.1939,-59.5432,2/13/20,0,0,0,POINT (-59.5432 13.1939)
5980,,Laos,19.85627,102.495496,2/13/20,0,0,0,POINT (102.495496 19.85627)
5981,,Libya,26.3351,17.228331,2/13/20,0,0,0,POINT (17.228331 26.3351)
5982,,West Bank and Gaza,31.9522,35.2332,2/13/20,0,0,0,POINT (35.2332 31.9522)
5983,,Guinea-Bissau,11.8037,-15.1804,2/13/20,0,0,0,POINT (-15.1804 11.8037)
5984,,Mali,17.570692,-3.996166000000001,2/13/20,0,0,0,POINT (-3.996166000000001 17.570692)
5985,,Saint Kitts and Nevis,17.357822,-62.782998,2/13/20,0,0,0,POINT (-62.782998 17.357822)
5986,Northwest Territories,Canada,64.8255,-124.8457,2/13/20,0,0,0,POINT (-124.8457 64.82550000000001)
5987,Yukon,Canada,64.2823,-135.0,2/13/20,0,0,0,POINT (-135 64.28230000000001)
5988,,Kosovo,42.602636,20.902977,2/13/20,0,0,0,POINT (20.902977 42.602636)
5989,,Burma,21.9162,95.956,2/13/20,0,0,0,POINT (95.956 21.9162)
5990,Anguilla,United Kingdom,18.2206,-63.0686,2/13/20,0,0,0,POINT (-63.0686 18.2206)
5991,British Virgin Islands,United Kingdom,18.4207,-64.64,2/13/20,0,0,0,POINT (-64.64 18.4207)
5992,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2/13/20,0,0,0,POINT (-71.7979 21.69400000000001)
5993,,MS Zaandam,0.0,0.0,2/13/20,0,0,0,POINT (0 0)
5994,,Botswana,-22.3285,24.6849,2/13/20,0,0,0,POINT (24.6849 -22.3285)
5995,,Burundi,-3.3731,29.9189,2/13/20,0,0,0,POINT (29.9189 -3.3731)
5996,,Sierra Leone,8.460555000000001,-11.779889,2/13/20,0,0,0,POINT (-11.779889 8.460555000000001)
5997,,Malawi,-13.254307999999998,34.301525,2/13/20,0,0,0,POINT (34.301525 -13.254308)
5998,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,2/13/20,0,0,0,POINT (-59.5236 -51.7963)
5999,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/13/20,0,0,0,POINT (-56.3159 46.8852)
6000,,South Sudan,6.8770000000000024,31.307,2/13/20,0,0,0,POINT (31.307 6.877000000000002)
6001,,Western Sahara,24.2155,-12.8858,2/13/20,0,0,0,POINT (-12.8858 24.2155)
6002,,Sao Tome and Principe,0.18636,6.613081,2/13/20,0,0,0,POINT (6.613081 0.18636)
6003,,Afghanistan,33.0,65.0,2/14/20,0,0,0,POINT (65 33)
6004,,Albania,41.1533,20.1683,2/14/20,0,0,0,POINT (20.1683 41.1533)
6005,,Algeria,28.0339,1.6596,2/14/20,0,0,0,POINT (1.6596 28.0339)
6006,,Andorra,42.5063,1.5218,2/14/20,0,0,0,POINT (1.5218 42.5063)
6007,,Angola,-11.2027,17.8739,2/14/20,0,0,0,POINT (17.8739 -11.2027)
6008,,Antigua and Barbuda,17.0608,-61.7964,2/14/20,0,0,0,POINT (-61.7964 17.0608)
6009,,Argentina,-38.4161,-63.6167,2/14/20,0,0,0,POINT (-63.6167 -38.4161)
6010,,Armenia,40.0691,45.0382,2/14/20,0,0,0,POINT (45.0382 40.0691)
6011,Australian Capital Territory,Australia,-35.4735,149.0124,2/14/20,0,0,0,POINT (149.0124 -35.4735)
6012,New South Wales,Australia,-33.8688,151.2093,2/14/20,4,0,4,POINT (151.2093 -33.8688)
6013,Northern Territory,Australia,-12.4634,130.8456,2/14/20,0,0,0,POINT (130.8456 -12.4634)
6014,Queensland,Australia,-28.0167,153.4,2/14/20,5,0,0,POINT (153.4 -28.0167)
6015,South Australia,Australia,-34.9285,138.6007,2/14/20,2,0,0,POINT (138.6007 -34.9285)
6016,Tasmania,Australia,-41.4545,145.9707,2/14/20,0,0,0,POINT (145.9707 -41.4545)
6017,Victoria,Australia,-37.8136,144.9631,2/14/20,4,0,4,POINT (144.9631 -37.8136)
6018,Western Australia,Australia,-31.9505,115.8605,2/14/20,0,0,0,POINT (115.8605 -31.9505)
6019,,Austria,47.5162,14.5501,2/14/20,0,0,0,POINT (14.5501 47.5162)
6020,,Azerbaijan,40.1431,47.5769,2/14/20,0,0,0,POINT (47.5769 40.1431)
6021,,Bahamas,25.0343,-77.3963,2/14/20,0,0,0,POINT (-77.3963 25.0343)
6022,,Bahrain,26.0275,50.55,2/14/20,0,0,0,POINT (50.55 26.0275)
6023,,Bangladesh,23.685,90.3563,2/14/20,0,0,0,POINT (90.3563 23.685)
6024,,Barbados,13.1939,-59.5432,2/14/20,0,0,0,POINT (-59.5432 13.1939)
6025,,Belarus,53.7098,27.9534,2/14/20,0,0,0,POINT (27.9534 53.7098)
6026,,Belgium,50.8333,4.0,2/14/20,1,0,0,POINT (4 50.8333)
6027,,Benin,9.3077,2.3158,2/14/20,0,0,0,POINT (2.3158 9.307700000000001)
6028,,Bhutan,27.5142,90.4336,2/14/20,0,0,0,POINT (90.4336 27.5142)
6029,,Bolivia,-16.2902,-63.5887,2/14/20,0,0,0,POINT (-63.5887 -16.2902)
6030,,Bosnia and Herzegovina,43.9159,17.6791,2/14/20,0,0,0,POINT (17.6791 43.9159)
6031,,Brazil,-14.235,-51.9253,2/14/20,0,0,0,POINT (-51.9253 -14.235)
6032,,Brunei,4.5353,114.7277,2/14/20,0,0,0,POINT (114.7277 4.5353)
6033,,Bulgaria,42.7339,25.4858,2/14/20,0,0,0,POINT (25.4858 42.7339)
6034,,Burkina Faso,12.2383,-1.5616,2/14/20,0,0,0,POINT (-1.5616 12.2383)
6035,,Cabo Verde,16.5388,-23.0418,2/14/20,0,0,0,POINT (-23.0418 16.5388)
6036,,Cambodia,11.55,104.9167,2/14/20,1,0,1,POINT (104.9167 11.55)
6037,,Cameroon,3.848,11.5021,2/14/20,0,0,0,POINT (11.5021 3.848)
6038,Alberta,Canada,53.9333,-116.5765,2/14/20,0,0,0,POINT (-116.5765 53.9333)
6039,British Columbia,Canada,49.2827,-123.1207,2/14/20,4,0,0,POINT (-123.1207 49.2827)
6040,Grand Princess,Canada,37.6489,-122.6655,2/14/20,0,0,0,POINT (-122.6655 37.6489)
6041,Manitoba,Canada,53.7609,-98.8139,2/14/20,0,0,0,POINT (-98.8139 53.7609)
6042,New Brunswick,Canada,46.5653,-66.4619,2/14/20,0,0,0,POINT (-66.4619 46.5653)
6043,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/14/20,0,0,0,POINT (-57.6604 53.1355)
6044,Nova Scotia,Canada,44.682,-63.7443,2/14/20,0,0,0,POINT (-63.7443 44.682)
6045,Ontario,Canada,51.2538,-85.3232,2/14/20,3,0,0,POINT (-85.3232 51.2538)
6046,Prince Edward Island,Canada,46.5107,-63.4168,2/14/20,0,0,0,POINT (-63.4168 46.5107)
6047,Quebec,Canada,52.9399,-73.5491,2/14/20,0,0,0,POINT (-73.5491 52.9399)
6048,Saskatchewan,Canada,52.9399,-106.4509,2/14/20,0,0,0,POINT (-106.4509 52.9399)
6049,,Central African Republic,6.6111,20.9394,2/14/20,0,0,0,POINT (20.9394 6.6111)
6050,,Chad,15.4542,18.7322,2/14/20,0,0,0,POINT (18.7322 15.4542)
6051,,Chile,-35.6751,-71.543,2/14/20,0,0,0,POINT (-71.54300000000001 -35.6751)
6052,Anhui,China,31.8257,117.2264,2/14/20,934,6,193,POINT (117.2264 31.8257)
6053,Beijing,China,40.1824,116.4142,2/14/20,372,3,80,POINT (116.4142 40.1824)
6054,Chongqing,China,30.0572,107.874,2/14/20,537,5,152,POINT (107.874 30.0572)
6055,Fujian,China,26.0789,117.9874,2/14/20,281,0,63,POINT (117.9874 26.0789)
6056,Gansu,China,37.8099,101.0583,2/14/20,90,2,39,POINT (101.0583 37.8099)
6057,Guangdong,China,23.3417,113.4244,2/14/20,1261,2,362,POINT (113.4244 23.3417)
6058,Guangxi,China,23.8298,108.7881,2/14/20,226,2,36,POINT (108.7881 23.8298)
6059,Guizhou,China,26.8154,106.8748,2/14/20,140,1,28,POINT (106.8748 26.8154)
6060,Hainan,China,19.1959,109.7453,2/14/20,159,4,43,POINT (109.7453 19.1959)
6061,Hebei,China,39.549,116.1306,2/14/20,283,3,87,POINT (116.1306 39.549)
6062,Heilongjiang,China,47.862,127.7615,2/14/20,419,11,47,POINT (127.7615 47.862)
6063,Henan,China,33.882,113.614,2/14/20,1184,11,357,POINT (113.614 33.882)
6064,Hong Kong,China,22.3,114.2,2/14/20,56,1,1,POINT (114.2 22.3)
6065,Hubei,China,30.9756,112.2707,2/14/20,54406,1457,4774,POINT (112.2707 30.9756)
6066,Hunan,China,27.6104,111.7088,2/14/20,988,2,364,POINT (111.7088 27.6104)
6067,Inner Mongolia,China,44.0935,113.9448,2/14/20,65,0,6,POINT (113.9448 44.0935)
6068,Jiangsu,China,32.9711,119.455,2/14/20,593,0,157,POINT (119.455 32.9711)
6069,Jiangxi,China,27.614,115.7221,2/14/20,900,1,187,POINT (115.7221 27.614)
6070,Jilin,China,43.6661,126.1923,2/14/20,86,1,25,POINT (126.1923 43.6661)
6071,Liaoning,China,41.2956,122.6085,2/14/20,119,1,29,POINT (122.6085 41.2956)
6072,Macau,China,22.1667,113.55,2/14/20,10,0,3,POINT (113.55 22.1667)
6073,Ningxia,China,37.2692,106.1655,2/14/20,67,0,24,POINT (106.1655 37.2692)
6074,Qinghai,China,35.7452,95.9956,2/14/20,18,0,11,POINT (95.9956 35.7452)
6075,Shaanxi,China,35.1917,108.8701,2/14/20,230,0,54,POINT (108.8701 35.1917)
6076,Shandong,China,36.3427,118.1498,2/14/20,523,2,136,POINT (118.1498 36.3427)
6077,Shanghai,China,31.202,121.4491,2/14/20,318,1,90,POINT (121.4491 31.202)
6078,Shanxi,China,37.5777,112.2922,2/14/20,127,0,38,POINT (112.2922 37.5777)
6079,Sichuan,China,30.6171,102.7103,2/14/20,463,1,114,POINT (102.7103 30.6171)
6080,Tianjin,China,39.3054,117.323,2/14/20,120,3,31,POINT (117.323 39.3054)
6081,Tibet,China,31.6927,88.0924,2/14/20,1,0,1,POINT (88.0924 31.6927)
6082,Xinjiang,China,41.1129,85.2401,2/14/20,65,1,6,POINT (85.2401 41.1129)
6083,Yunnan,China,24.974,101.487,2/14/20,162,0,36,POINT (101.487 24.974)
6084,Zhejiang,China,29.1832,120.0934,2/14/20,1155,0,403,POINT (120.0934 29.1832)
6085,,Colombia,4.5709,-74.2973,2/14/20,0,0,0,POINT (-74.29730000000001 4.5709)
6086,,Congo (Brazzaville),-4.0383,21.7587,2/14/20,0,0,0,POINT (21.7587 -4.0383)
6087,,Congo (Kinshasa),-4.0383,21.7587,2/14/20,0,0,0,POINT (21.7587 -4.0383)
6088,,Costa Rica,9.7489,-83.7534,2/14/20,0,0,0,POINT (-83.7534 9.748900000000001)
6089,,Cote d'Ivoire,7.54,-5.5471,2/14/20,0,0,0,POINT (-5.5471 7.54)
6090,,Croatia,45.1,15.2,2/14/20,0,0,0,POINT (15.2 45.1)
6091,,Diamond Princess,0.0,0.0,2/14/20,218,0,0,POINT (0 0)
6092,,Cuba,22.0,-80.0,2/14/20,0,0,0,POINT (-80 22)
6093,,Cyprus,35.1264,33.4299,2/14/20,0,0,0,POINT (33.4299 35.1264)
6094,,Czechia,49.8175,15.473,2/14/20,0,0,0,POINT (15.473 49.8175)
6095,Faroe Islands,Denmark,61.8926,-6.9118,2/14/20,0,0,0,POINT (-6.9118 61.8926)
6096,Greenland,Denmark,71.7069,-42.6043,2/14/20,0,0,0,POINT (-42.6043 71.7069)
6097,,Denmark,56.2639,9.5018,2/14/20,0,0,0,POINT (9.501799999999999 56.2639)
6098,,Djibouti,11.8251,42.5903,2/14/20,0,0,0,POINT (42.5903 11.8251)
6099,,Dominican Republic,18.7357,-70.1627,2/14/20,0,0,0,POINT (-70.1627 18.7357)
6100,,Ecuador,-1.8312,-78.1834,2/14/20,0,0,0,POINT (-78.18340000000001 -1.8312)
6101,,Egypt,26.0,30.0,2/14/20,1,0,0,POINT (30 26)
6102,,El Salvador,13.7942,-88.8965,2/14/20,0,0,0,POINT (-88.8965 13.7942)
6103,,Equatorial Guinea,1.5,10.0,2/14/20,0,0,0,POINT (10 1.5)
6104,,Eritrea,15.1794,39.7823,2/14/20,0,0,0,POINT (39.7823 15.1794)
6105,,Estonia,58.5953,25.0136,2/14/20,0,0,0,POINT (25.0136 58.5953)
6106,,Eswatini,-26.5225,31.4659,2/14/20,0,0,0,POINT (31.4659 -26.5225)
6107,,Ethiopia,9.145,40.4897,2/14/20,0,0,0,POINT (40.4897 9.145)
6108,,Fiji,-17.7134,178.065,2/14/20,0,0,0,POINT (178.065 -17.7134)
6109,,Finland,64.0,26.0,2/14/20,1,0,1,POINT (26 64)
6110,French Guiana,France,3.9339,-53.1258,2/14/20,0,0,0,POINT (-53.1258 3.9339)
6111,French Polynesia,France,-17.6797,149.4068,2/14/20,0,0,0,POINT (149.4068 -17.6797)
6112,Guadeloupe,France,16.25,-61.5833,2/14/20,0,0,0,POINT (-61.5833 16.25)
6113,Mayotte,France,-12.8275,45.1662,2/14/20,0,0,0,POINT (45.1662 -12.8275)
6114,New Caledonia,France,-20.9043,165.618,2/14/20,0,0,0,POINT (165.618 -20.9043)
6115,Reunion,France,-21.1351,55.2471,2/14/20,0,0,0,POINT (55.2471 -21.1351)
6116,Saint Barthelemy,France,17.9,-62.8333,2/14/20,0,0,0,POINT (-62.8333 17.9)
6117,St Martin,France,18.0708,-63.0501,2/14/20,0,0,0,POINT (-63.0501 18.0708)
6118,Martinique,France,14.6415,-61.0242,2/14/20,0,0,0,POINT (-61.0242 14.6415)
6119,,France,46.2276,2.2137,2/14/20,11,0,2,POINT (2.2137 46.2276)
6120,,Gabon,-0.8037,11.6094,2/14/20,0,0,0,POINT (11.6094 -0.8037)
6121,,Gambia,13.4432,-15.3101,2/14/20,0,0,0,POINT (-15.3101 13.4432)
6122,,Georgia,42.3154,43.3569,2/14/20,0,0,0,POINT (43.3569 42.3154)
6123,,Germany,51.0,9.0,2/14/20,16,0,1,POINT (9 51)
6124,,Ghana,7.9465,-1.0232,2/14/20,0,0,0,POINT (-1.0232 7.9465)
6125,,Greece,39.0742,21.8243,2/14/20,0,0,0,POINT (21.8243 39.0742)
6126,,Guatemala,15.7835,-90.2308,2/14/20,0,0,0,POINT (-90.2308 15.7835)
6127,,Guinea,9.9456,-9.6966,2/14/20,0,0,0,POINT (-9.6966 9.945600000000001)
6128,,Guyana,5.0,-58.75,2/14/20,0,0,0,POINT (-58.75 5)
6129,,Haiti,18.9712,-72.2852,2/14/20,0,0,0,POINT (-72.2852 18.9712)
6130,,Holy See,41.9029,12.4534,2/14/20,0,0,0,POINT (12.4534 41.9029)
6131,,Honduras,15.2,-86.2419,2/14/20,0,0,0,POINT (-86.2419 15.2)
6132,,Hungary,47.1625,19.5033,2/14/20,0,0,0,POINT (19.5033 47.1625)
6133,,Iceland,64.9631,-19.0208,2/14/20,0,0,0,POINT (-19.0208 64.9631)
6134,,India,21.0,78.0,2/14/20,3,0,0,POINT (78 21)
6135,,Indonesia,-0.7893,113.9213,2/14/20,0,0,0,POINT (113.9213 -0.7893)
6136,,Iran,32.0,53.0,2/14/20,0,0,0,POINT (53 32)
6137,,Iraq,33.0,44.0,2/14/20,0,0,0,POINT (44 33)
6138,,Ireland,53.1424,-7.6921,2/14/20,0,0,0,POINT (-7.6921 53.1424)
6139,,Israel,31.0,35.0,2/14/20,0,0,0,POINT (35 31)
6140,,Italy,43.0,12.0,2/14/20,3,0,0,POINT (12 43)
6141,,Jamaica,18.1096,-77.2975,2/14/20,0,0,0,POINT (-77.2975 18.1096)
6142,,Japan,36.0,138.0,2/14/20,29,1,9,POINT (138 36)
6143,,Jordan,31.24,36.51,2/14/20,0,0,0,POINT (36.51 31.24)
6144,,Kazakhstan,48.0196,66.9237,2/14/20,0,0,0,POINT (66.9237 48.0196)
6145,,Kenya,-0.0236,37.9062,2/14/20,0,0,0,POINT (37.9062 -0.0236)
6146,,South Korea,36.0,128.0,2/14/20,28,0,7,POINT (128 36)
6147,,Kuwait,29.5,47.75,2/14/20,0,0,0,POINT (47.75 29.5)
6148,,Kyrgyzstan,41.2044,74.7661,2/14/20,0,0,0,POINT (74.76609999999999 41.2044)
6149,,Latvia,56.8796,24.6032,2/14/20,0,0,0,POINT (24.6032 56.8796)
6150,,Lebanon,33.8547,35.8623,2/14/20,0,0,0,POINT (35.8623 33.8547)
6151,,Liberia,6.4281,-9.4295,2/14/20,0,0,0,POINT (-9.429500000000001 6.4281)
6152,,Liechtenstein,47.14,9.55,2/14/20,0,0,0,POINT (9.550000000000001 47.14)
6153,,Lithuania,55.1694,23.8813,2/14/20,0,0,0,POINT (23.8813 55.1694)
6154,,Luxembourg,49.8153,6.1296,2/14/20,0,0,0,POINT (6.1296 49.8153)
6155,,Madagascar,-18.7669,46.8691,2/14/20,0,0,0,POINT (46.8691 -18.7669)
6156,,Malaysia,2.5,112.5,2/14/20,19,0,3,POINT (112.5 2.5)
6157,,Maldives,3.2028,73.2207,2/14/20,0,0,0,POINT (73.22069999999999 3.2028)
6158,,Malta,35.9375,14.3754,2/14/20,0,0,0,POINT (14.3754 35.9375)
6159,,Mauritania,21.0079,10.9408,2/14/20,0,0,0,POINT (10.9408 21.0079)
6160,,Mauritius,-20.2,57.5,2/14/20,0,0,0,POINT (57.5 -20.2)
6161,,Mexico,23.6345,-102.5528,2/14/20,0,0,0,POINT (-102.5528 23.6345)
6162,,Moldova,47.4116,28.3699,2/14/20,0,0,0,POINT (28.3699 47.4116)
6163,,Monaco,43.7333,7.4167,2/14/20,0,0,0,POINT (7.4167 43.7333)
6164,,Mongolia,46.8625,103.8467,2/14/20,0,0,0,POINT (103.8467 46.8625)
6165,,Montenegro,42.5,19.3,2/14/20,0,0,0,POINT (19.3 42.5)
6166,,Morocco,31.7917,-7.0926,2/14/20,0,0,0,POINT (-7.0926 31.7917)
6167,,Namibia,-22.9576,18.4904,2/14/20,0,0,0,POINT (18.4904 -22.9576)
6168,,Nepal,28.1667,84.25,2/14/20,1,0,1,POINT (84.25 28.1667)
6169,Aruba,Netherlands,12.5186,-70.0358,2/14/20,0,0,0,POINT (-70.03579999999999 12.5186)
6170,Curacao,Netherlands,12.1696,-68.99,2/14/20,0,0,0,POINT (-68.98999999999999 12.1696)
6171,Sint Maarten,Netherlands,18.0425,-63.0548,2/14/20,0,0,0,POINT (-63.0548 18.0425)
6172,,Netherlands,52.1326,5.2913,2/14/20,0,0,0,POINT (5.2913 52.1326)
6173,,New Zealand,-40.9006,174.886,2/14/20,0,0,0,POINT (174.886 -40.9006)
6174,,Nicaragua,12.8654,-85.2072,2/14/20,0,0,0,POINT (-85.2072 12.8654)
6175,,Niger,17.6078,8.0817,2/14/20,0,0,0,POINT (8.0817 17.6078)
6176,,Nigeria,9.082,8.6753,2/14/20,0,0,0,POINT (8.6753 9.082000000000001)
6177,,North Macedonia,41.6086,21.7453,2/14/20,0,0,0,POINT (21.7453 41.6086)
6178,,Norway,60.472,8.4689,2/14/20,0,0,0,POINT (8.4689 60.472)
6179,,Oman,21.0,57.0,2/14/20,0,0,0,POINT (57 21)
6180,,Pakistan,30.3753,69.3451,2/14/20,0,0,0,POINT (69.3451 30.3753)
6181,,Panama,8.538,-80.7821,2/14/20,0,0,0,POINT (-80.7821 8.538)
6182,,Papua New Guinea,-6.315,143.9555,2/14/20,0,0,0,POINT (143.9555 -6.315)
6183,,Paraguay,-23.4425,-58.4438,2/14/20,0,0,0,POINT (-58.4438 -23.4425)
6184,,Peru,-9.19,-75.0152,2/14/20,0,0,0,POINT (-75.01519999999999 -9.19)
6185,,Philippines,13.0,122.0,2/14/20,3,1,1,POINT (122 13)
6186,,Poland,51.9194,19.1451,2/14/20,0,0,0,POINT (19.1451 51.9194)
6187,,Portugal,39.3999,-8.2245,2/14/20,0,0,0,POINT (-8.224500000000001 39.3999)
6188,,Qatar,25.3548,51.1839,2/14/20,0,0,0,POINT (51.1839 25.3548)
6189,,Romania,45.9432,24.9668,2/14/20,0,0,0,POINT (24.9668 45.9432)
6190,,Russia,60.0,90.0,2/14/20,2,0,2,POINT (90 60)
6191,,Rwanda,-1.9403,29.8739,2/14/20,0,0,0,POINT (29.8739 -1.9403)
6192,,Saint Lucia,13.9094,-60.9789,2/14/20,0,0,0,POINT (-60.9789 13.9094)
6193,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/14/20,0,0,0,POINT (-61.2872 12.9843)
6194,,San Marino,43.9424,12.4578,2/14/20,0,0,0,POINT (12.4578 43.9424)
6195,,Saudi Arabia,24.0,45.0,2/14/20,0,0,0,POINT (45 24)
6196,,Senegal,14.4974,-14.4524,2/14/20,0,0,0,POINT (-14.4524 14.4974)
6197,,Serbia,44.0165,21.0059,2/14/20,0,0,0,POINT (21.0059 44.0165)
6198,,Seychelles,-4.6796,55.492,2/14/20,0,0,0,POINT (55.492 -4.6796)
6199,,Singapore,1.2833,103.8333,2/14/20,67,0,17,POINT (103.8333 1.2833)
6200,,Slovakia,48.669,19.699,2/14/20,0,0,0,POINT (19.699 48.669)
6201,,Slovenia,46.1512,14.9955,2/14/20,0,0,0,POINT (14.9955 46.1512)
6202,,Somalia,5.1521,46.1996,2/14/20,0,0,0,POINT (46.1996 5.1521)
6203,,South Africa,-30.5595,22.9375,2/14/20,0,0,0,POINT (22.9375 -30.5595)
6204,,Spain,40.0,-4.0,2/14/20,2,0,0,POINT (-4 40)
6205,,Sri Lanka,7.0,81.0,2/14/20,1,0,1,POINT (81 7)
6206,,Sudan,12.8628,30.2176,2/14/20,0,0,0,POINT (30.2176 12.8628)
6207,,Suriname,3.9193,-56.0278,2/14/20,0,0,0,POINT (-56.0278 3.9193)
6208,,Sweden,63.0,16.0,2/14/20,1,0,0,POINT (16 63)
6209,,Switzerland,46.8182,8.2275,2/14/20,0,0,0,POINT (8.227499999999999 46.8182)
6210,,Taiwan*,23.7,121.0,2/14/20,18,0,2,POINT (121 23.7)
6211,,Tanzania,-6.369,34.8888,2/14/20,0,0,0,POINT (34.8888 -6.369)
6212,,Thailand,15.0,101.0,2/14/20,33,0,12,POINT (101 15)
6213,,Togo,8.6195,0.8248,2/14/20,0,0,0,POINT (0.8248 8.6195)
6214,,Trinidad and Tobago,10.6918,-61.2225,2/14/20,0,0,0,POINT (-61.2225 10.6918)
6215,,Tunisia,34.0,9.0,2/14/20,0,0,0,POINT (9 34)
6216,,Turkey,38.9637,35.2433,2/14/20,0,0,0,POINT (35.2433 38.9637)
6217,,Uganda,1.0,32.0,2/14/20,0,0,0,POINT (32 1)
6218,,Ukraine,48.3794,31.1656,2/14/20,0,0,0,POINT (31.1656 48.3794)
6219,,United Arab Emirates,24.0,54.0,2/14/20,8,0,1,POINT (54 24)
6220,Bermuda,United Kingdom,32.3078,-64.7505,2/14/20,0,0,0,POINT (-64.7505 32.3078)
